[2025-08-03 09:31:26,110  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:26,532  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:26,701  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:26,795  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:26,994  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:27,110  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:27,757  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,081  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,127  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,329  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,375  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,421  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,545  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,597  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,686  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,733  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:28,935  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,201  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,309  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,358  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,404  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,451  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,498  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,821  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,908  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:29,955  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,110  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,156  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,203  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,316  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,451  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
[2025-08-03 09:31:30,507  |  httpx  |  INFO]:	HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
